09:30:08.394,110031,1,106.58
09:30:08.473,110031,1,106.58
09:30:11.165,110031,1,106.58
09:30:11.165,110031,1,106.58
09:30:31.467,110031,1,106.58
09:30:32.071,110031,1,106.58
09:30:47.150,110031,1,106.58
09:30:47.153,110031,1,106.58
09:30:47.156,110031,1,106.58
09:30:47.952,110031,1,106.58
09:30:56.152,110031,1,106.57
09:30:56.152,110031,1,106.57
09:31:01.677,110031,1,106.57
09:31:02.050,110031,1,106.57
09:31:11.175,110031,1,106.57
09:31:11.177,110031,1,106.57
09:31:11.180,110031,1,106.57
09:31:12.120,110031,1,106.57
09:31:14.145,110031,1,106.57
09:31:14.145,110031,1,106.57
09:31:26.166,110031,1,106.57
09:31:26.166,110031,1,106.57
09:31:26.171,110031,1,106.57
09:31:26.963,110031,1,106.57
09:31:29.151,110031,1,106.57
09:31:29.151,110031,1,106.57
09:31:31.528,110031,1,106.57
09:31:32.037,110031,1,106.57
09:31:32.161,110031,1,106.57
09:31:32.162,110031,1,106.57
09:31:59.166,110031,1,106.57
09:31:59.167,110031,1,106.57
09:32:01.597,110031,1,106.57
09:32:02.022,110031,1,106.57
09:32:02.155,110031,1,106.57
09:32:02.155,110031,1,106.57
09:32:05.150,110031,1,106.57
09:32:05.150,110031,1,106.57
09:32:20.161,110031,1,106.57
09:32:20.161,110031,1,106.57
09:32:26.173,110031,1,106.57
09:32:26.174,110031,1,106.57
09:32:31.590,110031,1,106.57
09:32:32.167,110031,1,106.57
09:32:32.167,110031,1,106.57
09:32:32.171,110031,1,106.57
09:32:33.053,110031,1,106.57
09:32:35.151,110031,1,106.57
09:32:35.151,110031,1,106.57
09:32:44.126,110031,1,106.57
09:32:44.224,110031,1,106.57
09:32:47.136,110031,1,106.57
09:32:47.236,110031,1,106.57
09:33:01.692,110031,1,106.57
09:33:02.180,110031,1,106.57
09:33:05.153,110031,1,106.57
09:33:05.153,110031,1,106.57
09:33:31.602,110031,1,106.57
09:33:32.178,110031,1,106.57
09:33:50.146,110031,1,106.57
09:33:50.148,110031,1,106.57
09:34:01.594,110031,1,106.57
09:34:02.156,110031,1,106.57
09:34:31.601,110031,1,106.57
09:34:32.226,110031,1,106.57
09:35:01.595,110031,1,106.57
09:35:02.157,110031,1,106.57
09:35:31.692,110031,1,106.57
09:35:31.983,110031,1,106.57
09:35:59.189,110031,1,106.57
09:35:59.189,110031,1,106.57
09:36:01.626,110031,1,106.57
09:36:02.103,110031,1,106.57
09:36:05.176,110031,1,106.57
09:36:05.177,110031,1,106.57
09:36:31.700,110031,1,106.57
09:36:32.094,110031,1,106.57
09:36:50.169,110031,1,106.57
09:36:50.169,110031,1,106.57
09:37:01.703,110031,1,106.57
09:37:02.075,110031,1,106.57
09:37:31.712,110031,1,106.57
09:37:32.080,110031,1,106.57
09:37:44.173,110031,1,106.57
09:37:44.173,110031,1,106.57
09:37:47.170,110031,1,106.57
09:37:47.274,110031,1,106.57
09:37:53.183,110031,1,106.57
09:37:53.183,110031,1,106.57
09:38:01.631,110031,1,106.57
09:38:02.206,110031,1,106.57
09:38:08.195,110031,1,106.57
09:38:08.195,110031,1,106.57
09:38:11.173,110031,1,106.57
09:38:11.173,110031,1,106.57
09:38:20.178,110031,1,106.57
09:38:20.178,110031,1,106.57
09:38:21.154,110031,1,106.57
09:38:31.707,110031,1,106.57
09:38:32.132,110031,1,106.57
09:38:35.169,110031,1,106.58
09:38:35.249,110031,1,106.58
09:38:38.175,110031,1,106.58
09:38:38.176,110031,1,106.58
09:39:01.641,110031,1,106.58
09:39:02.125,110031,1,106.58
09:39:31.713,110031,1,106.58
09:39:32.112,110031,1,106.58
09:39:47.233,110031,1,106.59
09:39:47.234,110031,1,106.59
09:39:50.175,110031,1,106.59
09:39:50.247,110031,1,106.59
09:40:01.685,110031,1,106.59
09:40:02.153,110031,1,106.59
09:40:31.735,110031,1,106.59
09:40:32.102,110031,1,106.59
09:40:59.170,110031,1,106.59
09:40:59.248,110031,1,106.59
09:41:01.737,110031,1,106.59
09:41:02.088,110031,1,106.59
09:41:14.166,110031,1,106.61
09:41:14.258,110031,1,106.61
09:41:17.171,110031,1,106.59
09:41:17.235,110031,1,106.59
09:41:31.743,110031,1,106.59
09:41:32.217,110031,1,106.59
09:41:50.189,110031,1,106.59
09:41:50.189,110031,1,106.59
09:42:01.746,110031,1,106.59
09:42:02.098,110031,1,106.59
09:42:11.285,110031,1,106.59
09:42:11.287,110031,1,106.59
09:42:14.189,110031,1,106.59
09:42:14.189,110031,1,106.59
09:42:31.749,110031,1,106.59
09:42:32.141,110031,1,106.59
09:42:32.189,110031,1,106.59
09:42:32.190,110031,1,106.59
09:43:01.753,110031,1,106.59
09:43:02.099,110031,1,106.59
09:43:20.195,110031,1,106.59
09:43:20.195,110031,1,106.59
09:43:31.763,110031,1,106.59
09:43:32.098,110031,1,106.59
09:43:32.177,110031,1,106.59
09:43:32.248,110031,1,106.59
09:44:01.769,110031,1,106.59
09:44:02.139,110031,1,106.59
09:44:31.776,110031,1,106.59
09:44:32.091,110031,1,106.59
09:45:01.785,110031,1,106.59
09:45:02.271,110031,1,106.59
09:45:31.788,110031,1,106.59
09:45:32.149,110031,1,106.59
09:45:59.212,110031,1,106.59
09:45:59.212,110031,1,106.59
09:46:01.789,110031,1,106.59
09:46:02.227,110031,1,106.59
09:46:11.277,110031,1,106.59
09:46:11.278,110031,1,106.59
09:46:20.227,110031,1,106.59
09:46:20.262,110031,1,106.59
09:46:31.801,110031,1,106.59
09:46:32.242,110031,1,106.59
